2026-05-05 13:15:58,418  INFO  Model loaded from /Users/sandibha/repos/Mlops-assignment/models/best_model.pkl
2026-05-05 13:15:58,419  INFO  Feature order (13): ['age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal']
2026-05-05 14:22:10,100  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.051s | age=63.0 sex=1 cp=3
2026-05-05 14:22:10,141  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.002s | age=63.0 sex=1 cp=3
2026-05-05 14:22:10,175  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.002s | age=63.0 sex=1 cp=3
2026-05-05 14:49:29,490  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.012s | age=63.0 sex=1 cp=3
2026-05-05 14:49:38,553  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.004s | age=63.0 sex=1 cp=3
2026-05-05 14:52:04,079  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.002s | age=63.0 sex=1 cp=3
2026-05-05 14:52:27,251  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.002s | age=63.0 sex=1 cp=3
2026-05-05 14:56:52,539  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.008s | age=63.0 sex=1 cp=3
2026-05-05 14:57:09,170  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.005s | age=63.0 sex=1 cp=3
2026-05-05 14:58:18,211  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.006s | age=63.0 sex=1 cp=3
2026-05-05 14:58:27,319  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.005s | age=63.0 sex=1 cp=3
2026-05-05 15:09:08,183  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.008s | age=63.0 sex=1 cp=3
2026-05-05 15:10:07,322  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.005s | age=63.0 sex=1 cp=3
2026-05-05 15:11:54,293  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.004s | age=63.0 sex=1 cp=3
2026-05-05 15:17:19,464  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.019s | age=63.0 sex=1 cp=3
2026-05-05 15:17:19,517  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.003s | age=63.0 sex=1 cp=3
2026-05-05 15:17:19,567  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.003s | age=63.0 sex=1 cp=3
2026-05-05 15:17:19,622  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.004s | age=63.0 sex=1 cp=3
2026-05-05 15:17:19,683  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.005s | age=63.0 sex=1 cp=3
2026-05-05 15:19:18,719  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.015s | age=63.0 sex=1 cp=3
2026-05-05 15:19:18,765  INFO  PREDICT | pred=1 conf=0.708 risk=HIGH latency=0.003s | age=63.0 sex=1 cp=3
